mean,var,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,stability,unitroot_kpss,unitroot_pp,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough
1091583.53333333,176020904079.033,0.891510130273686,47,0.960689397141695,37,1.14628027109352,26,0.133033556786813,0.386615770585255,-0.471533925318128,0.874201943345204,-0.57601693919051,0.951107678504669,0.368253916790992,0.429174510755379,22,0.748893596432383,4,0.0353679975871075,0.0353679867388486,0.653932152847939,0.322313276536205,0.163448949489062,0.20943461929396,0.611255213604694,1.11030387101307,0.188636908100243,0.270865716806944,0.283424624753229,-57.4243010617592,1,12,0.405855729819521,7.95691635442021e-05,0.80144636491569,-3.02881442997981,-0.2992048467636,0.609406797665875,0.522895915669661,5,6
125.115118110236,3044.34902518435,113.636798406398,114,2.28689471345829,104,1.61679229069106,96,0.936896655914959,3.80846638648583,0.217070885698806,0.196809045588838,-0.485394948087567,0.3435027143625,0.207178435039863,0.934145558486196,19,0.537886231391677,69,0.999899978752904,0.0786931308136065,0.999732735620575,0.270837159481794,0.17110163384306,0.931235884967025,0.106550033664114,0.323279627880279,0.054970895764072,0.469682541738076,0.968959294867694,-5.5932197614379,1,12,0.745240023673952,3.05345568214153e-05,7.15170373289388,4.11138372407852,0.8498146167899,1.52543777651581,0,7,1
657.700680272109,36392.3892461094,0.700122921414198,67,1.0693623339922,58,0.748225250101313,123,0.660419432942235,2.49181376612105,-0.307131239684222,0.198008097468002,-0.532345729560946,0.335630595501576,0.687796173817316,0.2847368119717,19,0.569660864398231,4,0.185672237647794,0.000100005196724507,0.914494968765297,0.102244542569637,1.15362707091564,0.5593654448052,0.304382746857233,0.848452861542573,0.496614068889123,0.631952910516104,2.22044598411071,-44.6009175268845,1,12,0.802323771012564,4.70038301071133e-06,8.71541298579665,-1.97055063581713,0.16281828454826,0.129493060915276,0.612869586383366,11,9
5603.80681818182,1418659.76684953,0.854472868963134,72,1.81320788531915,64,0.944971749281547,59,0.79436354465926,2.72446578383323,-0.219097741362185,0.466528370649475,-0.466595146595404,0.452348744054603,0.326043437738968,0.47543259550676,14,0.627096487104486,3,0.546773475324467,0.000100005152931727,0.984514004398069,0.0756423775235691,0.0690487753775462,0.747276076050239,0.230500380218819,0.825496623563172,0.285933880284997,0.705724774869795,0.954179236123093,-12.8901065482822,1,12,0.807238990168639,2.6994440853425e-05,5.19827863719848,-3.65860992249025,0.512793581193853,0.496847583426382,0.339889213883722,11,9
40.6563265306122,27.0518042214146,1.24816976910014,135,1.0704394540383,125,1.30195640219401,74,0.289455994601321,1.38524769050916,-0.535571308622635,0.332419668545947,-0.656177211334975,0.485156537741617,0.569214692573177,0.134891843981427,43,0.742804606886314,5,0.0193422432938998,0.0193422333544866,0.744302781305928,0.229971789787191,1.69938114555122,0.398620228447845,0.696171159599162,1.25808452168266,0.315541307348286,0.479446813023638,2.3344227930686,-128.004207848201,1,12,0.575713074835387,2.19855907220839e-05,7.49660755228744,-0.912746507891665,-0.129209567135668,0.0668651415881933,0.410204362993075,9,8
2543.2,3368759.89152542,0.173850092393329,12,0.621792904257342,7,0.795021480756226,14,0.782476745795773,1.69627924847533,0.343059342559689,0.611674822058643,-0.217888671069561,0.341864501843418,0.615216305800517,0.663964384791274,12,0.439329171311492,4,0.999899658989145,0.000100106372936074,0.981354051550624,0.239659131496052,0.106024116016718,0.96068213161967,0.268390632836616,0.209068581221161,-0.0798839831784571,0.23218808508764,0.294075205869822,-18.937647223054,1,12,0.447019239979397,0.000204655536946631,3.28158595204288,-1.55785957035636,0.419343793588698,0.263022183801429,0.758700024030719,1,9
155493.1,1734563121.61695,0.254032326734149,28,0.859147111220761,21,1.07485460820063,28,0.582410461468178,0.631096937026122,-0.0243502060537725,0.171287291650276,-0.454595514215303,0.46063465662684,0.593454425749682,0.346976482772121,16,0.504503679127268,2,0.970823814852738,0.000100026236962279,0.923512433440904,0.133446371893533,0.00824468497593662,0.434744455028639,0.113045906469257,0.509950171742998,0.263430913441613,0.123451020068895,0.198066299534419,-26.6302473337499,1,12,0.539490636771208,1.79764724449146e-05,-0.387512528382935,1.24920034319017,0.0903451924501506,0.119946135230964,0.87163535127877,12,9
1089.93333333333,153181.55480226,0.893785628247697,36,1.78788536937279,26,1.07188270352043,29,0.776181479250937,3.10051089203343,-0.286202731661109,0.265330504322997,-0.545199538393753,0.492384214019343,0.372552947694518,0.212203230558931,8,0.631521027925333,4,0.411297794813898,0.000100018425281459,0.965957825063894,0.0120000199753917,1.30362955812914,0.711417200998415,0.209028593837319,0.735646606795279,0.219910170604532,0.937800242927396,1.16765493767399,-10.7849813398237,1,12,0.830320357585454,2.53981023147691e-05,-5.75137641663756,-1.27878485008268,0.183461552361852,0.307566828608016,0.463535489281573,4,10
7696.1,12563673.0745763,0.0580571636440517,19,0.318848354875114,25,0.507697428712872,28,0.679346361315117,2.31693688244655,0.0635146481838195,0.420331557829299,-0.47797575304574,0.492482123057664,0.76962104356874,0.310755007708603,12,0.650478233915523,3,0.999899651174361,0.0421290126162318,0.969307973440727,0.0462489279207539,2.12232238986351,0.985688214857449,0.217886335475957,0.445791704600421,0.36071277481253,0.0133245682020141,0.0454868263474235,-24.5093208127875,1,12,0.219005664637848,4.16502198663853e-06,0.177101503891934,-0.251878448817592,-0.0788787157981222,0.133841834290059,0.954938373021141,4,9
5966.85333333333,3161793.09243848,1.31457034242853,52,0.907735311151064,35,0.873896583690492,42,0.467637192396901,0.413980731046409,-0.0969722298992625,0.387544262259348,-0.404887940002165,0.439063519652376,0.614207375617342,0.531946253409149,47,0.759654893321823,5,0.0300259003031533,0.000100004328248947,0.816439621935204,0.26374789227893,0.218309174678026,0.369305346084437,0.371447848446303,0.685763825184289,0.311719091553059,0.204912538245861,1.20839312632174,-68.3658870602726,1,12,0.242557539897471,0.000118016665272846,-2.2044272430255,-0.900266048149638,0.276874980611528,0.117669645899884,0.367979489727448,6,4
