max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,stability,unitroot_kpss,unitroot_pp,mean,var,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough
6.01069089808811,14,0.804901145270981,7,4.0049889135255,4,-0.0373027259684362,0.168165369517649,-0.5,0.49,-0.666666666666666,0.783333333333333,-0.0208034433285509,0.947695679746111,4,0.841498818737471,37,0.000100116773480342,0.000100001219441226,0.500045830129239,2.67383660244123,0.00161650995852682,0.00888492273543492,0.491388888888888,0.970657596371876,0.00472310024073234,0.0659863369467028,0.344660194174757,-50.2055417527147,0.0588235294117647,0.0964705882352941,1,12,0.0435485480401997,0.00324226071953137,-1.33581330359479,0.0230005586152371,-0.0564151215146095,0.12196442767969,0,7,4
7.11645770255623,12,0.804901145270981,7,4.0049889135255,4,0.377331420373026,0.15115868582097,-0.166666666666667,0.138888888888889,-0.428571428571428,0.25,-0.00860832137733138,0,2,0.965900640568156,43,0.000186425366109818,0.000100002802428844,0.730800123995534,4.00998404936554,14.4000373329178,0.196537313554586,0.252249222779166,0.690807988410442,-0.0049507332428713,0.161966463414634,0.257568552860992,-29.1723530902365,0.0588235294117647,0.0964705882352941,1,12,0.0585837324311586,0.00240070656731339,-1.80207659783217,0.018287119022735,0.334190830742201,0.193409799613823,0.000310068416050302,8,4
5.54243114300414,12,1.05203176441272,4,3.62215909090909,6,-0.0637254901960783,0.281189926951171,-0.666666666666667,1.02777777777778,-0.8,1.535,-0.0147058823529412,1,6,0.929359418538793,39,0.0684708270824901,0.0340192607803833,0.55073014902245,3.28000911996384,0,0.136091231197381,0.704445018365473,1.24788314789342,0.0227448653458083,0.276692708333333,0.456881379795847,-60.4554546359349,0.0588235294117647,0.0564705882352941,1,12,6.32827124036339e-15,0.005742092755469,-8.66236854990404e-14,1.27793946032167e-13,-0.0637254901960965,0.281189926951176,4.00790511889682e-14,10,3
7.11645770255623,12,0.804901145270981,10,4.0049889135255,2,-0.0373027259684362,0.155322873804313,-0.7,0.69,-0.823529411764706,0.987024221453287,-0.00860832137733139,1,4,0.969167927740878,39,0.129436411479641,0.000100150919328056,0.543278101217113,4.00998404936554,0.00161650995852682,0.188838404278942,0.60812767579117,1.1468855414282,-0.02692739039397,0.161966463414634,0.237045203969129,-61.3682326320496,0.0588235294117647,0.0964705882352941,1,12,0.0755648187730216,0.00245408914641998,-1.77455346463832,-0.154940361510469,-0.104765635126194,0.201655153292041,0.00117218574965006,10,4
5.54243114300414,12,1.05203176441272,2,3.62215909090909,2,-0.0428921568627451,0.314865376297576,-0.602489959839359,0.724221125465722,-0.599482844909083,0.759184569605741,-0.0147058823529412,0,5,0.856585905321472,45,0.000102704193024469,0.000100000515172712,0.639707691904177,3.28000911996384,-7.10542735760103e-14,0.269042318798006,0.724567376450919,0.843484773459344,0.0359097510658071,0.276692708333333,0.589052997393571,-58.9799541647803,0.0588235294117647,0.0564705882352941,1,12,7.34243110755983e-10,0.0057420927432848,-3.05888619357696e-09,1.61338526819467e-09,-0.0428921573178367,0.314865376247857,3.26758287094719e-10,3,5
5.54243114300414,12,1.05203176441272,2,3.62215909090909,2,-0.0428921568627451,0.314865376297576,-0.602489959839359,0.724221125465722,-0.599482844909083,0.759184569605741,-0.0147058823529412,0,5,0.856585905321472,45,0.000102704193024469,0.000100000515172712,0.639707691904177,3.28000911996384,-7.10542735760103e-14,0.269042318798006,0.724567376450919,0.843484773459344,0.0359097510658071,0.276692708333333,0.589052997393571,-58.9799541647803,0.0588235294117647,0.0564705882352941,1,12,7.34243110755983e-10,0.0057420927432848,-3.05888619357696e-09,1.61338526819467e-09,-0.0428921573178367,0.314865376247857,3.26758287094719e-10,3,5
7.11645770255623,12,0.804901145270981,7,4.0049889135255,8,0.377331420373026,0.150590046705597,-0.166666666666667,0.138888888888889,-0.428571428571428,0.25,-0.00860832137733138,0,2,0.965900640568156,43,0.060634032107411,0.000100000348410125,0.730864992974768,4.00998404936554,0.537093721718849,0.196537313554586,0.252249222779166,0.690807988410441,-0.00744579477661206,0.161966463414634,0.263433190679981,-29.1723530902365,0.0588235294117647,0.0964705882352941,1,12,0.057361008807702,0.00238857719957753,-1.80128230549807,0.0399582600050646,0.332676254346315,0.187956820870367,0.00021493522302507,7,4
3.65555353363781,32,0.701354509608478,10,2.68308080808081,11,-0.0637254901960784,0.124888864859669,-0.5,0.388888888888889,-0.666666666666667,0.635802469135803,-0.0563725490196078,0.219632768361582,6,1,21,0.00010004553033693,0.000100019863406517,0.500045830129239,0.544418523341049,0,0.0299470589879893,0.49138888888889,1.04718820861678,-0.0696032450928992,0.0307436342592593,0.142350557244174,-50.1394199743795,0.0588235294117647,0.0564705882352941,1,12,0.0117403598400221,0.00504408857206649,0.84640190438361,0.0293053133970268,-0.354954623428987,0.24076001165253,0,9,12
5.54243114300414,12,1.05203176441272,4,3.62215909090909,6,-0.0637254901960783,0.274424199826988,-0.666666666666667,0.75,-0.75,0.935,-0.0147058823529412,1,6,0.908692040776728,41,0.00135566996007857,0.00135565579027421,0.571553673327079,3.28000911996384,0,0.236390472789103,0.734444444444445,1.42485204005019,0.0224445333756233,0.276692708333333,0.469690029012063,-65.1890717856352,0.0588235294117647,0.0564705882352941,1,12,2.52131648892373e-13,0.00574209275545499,-1.35681386008067e-12,3.73395397904467e-12,-0.0637254901967695,0.274424199827137,1.01407771069262e-12,7,1
7.11645770255623,12,0.804901145270981,5,4.0049889135255,3,-0.0373027259684362,0.149995162707977,-0.5,0.49,-0.6,0.605555555555556,-0.00860832137733138,0,4,0.969797009409667,42,0.112123048791469,0.000100012001175102,0.50805620716239,4.00998404936554,0.00161650995852682,0.143708518195205,0.643072719828672,1.26843506379142,-0.0619455571799292,0.161966463414634,0.333551912568306,-55.7868871923821,0.0588235294117647,0.0964705882352941,1,12,0.0599414025490687,0.00241168045807394,-1.79873698714844,-0.00278308963400607,-0.103945344942272,0.199667040826088,0.000360442832967101,9,4
