mean,var,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,stability,unitroot_kpss,unitroot_pp,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10
3986.859,6579220.35582,0.171653964207838,17,1.59492843816225,2,0.513298365132503,2,0.837574712532218,1.70642223709082,0.668869815661411,1.27429143781681,-0.517204273238092,0.543680571015897,1,1,0.402778270420281,5,0.878204140308759,0.638250024739465,0.984152350602537,0.13173760582385,3.24338892284,0.726864052893331,0.648757062022908,0.497539149379823,1.27189836142934,0.738956796277279,1.69734200865949,0,1,0.998754713980544,9.35588002981889e-09,4.2513621834647,0.95793033983982,0.339718941931278,0.29215699437102
4473.0865,1470427.88050816,2.87338005798529,11,0.555418382702708,2,1.39907754681065,2,0.730918882605887,1.12059733888259,0.201381674517366,0.22203721586925,-0.405605520113294,0.339335600362071,1,5,0.688992576533057,3,0.99989979146972,0.000100017379786676,0.962688974964991,0.97870899099485,2.6395158259813,0.701285162416268,0.063429064293988,0.305321014048175,0.154244789922046,0.354477873002288,-5.30024033722691,0,1,0.847140407779752,0.000129215079633523,2.63496537020001,-1.94876235292896,0.392405896503117,0.718255109368106
3524.3155,1303909.44349974,3.28733682779445,11,0.209294507392224,2,1.83174697626532,2,0.761135678510329,1.58044270880553,0.341359353055229,0.388704766479631,-0.332795043463028,0.362843081120113,1,8,0.61770524706053,3,0.999899991025873,0.000100093577682944,0.961719156033089,1.67764849252858,1.13614370911151,0.877801528934205,0.237092969840277,0.249784767007276,0.0219020954122768,0.159952178066032,-5.78155426137965,0,1,0.858934916789922,0.000131496395502049,0.912128411533461,-2.82006632474914,0.443852233689442,0.792519410820222
3683.209,2284973.68620947,0.787036126381023,6,1.27038473059677,2,0.63705165908073,2,0.788525326849112,1.09696114899082,0.0340197958762279,0.395137661347158,-0.396411982736394,0.970942188553122,1,3,0.391251887084415,2,0.999899996269796,0.00278342273477982,0.974083366053092,0.202917408168755,1.64474177246413,0.72329593844188,0.302381788530097,0.640876642137498,0.806938681866714,0.639139113016999,-3.10744384635498,0,1,0.915339793215822,7.91904328475227e-05,3.8100125269847,-1.00544951232871,0.297227020184922,0.736999578246227
5284.3655,839931.969815526,13.1197861822852,7,1.23627950635488,2,0.717311826808614,2,0.703985280915838,0.711245875767341,0.0173990653113525,0.122515555253913,-0.414587743733438,0.250666480634577,1,6,0.608143780925587,3,0.999899873233265,0.00650421070948125,0.922295309915754,0.257268128439756,4.9543840912743,0.548148540908948,0.0562118951221691,0.380141860310735,0.76419350891653,0.397231939604338,-6.20333556797742,0,1,0.658289944537821,0.000470001517746677,-2.14149081987582,-1.33283848440259,0.273001113179094,0.337774234947924
3359.146,646369.179993684,0.861904690553317,8,1.51495287507394,2,0.69125720625742,2,0.770638387304855,1.47035195797305,0.274775419083907,0.276779362464166,-0.201708047530054,0.396743681560224,1,3,0.485289969665534,4,0.998752352950518,0.000100006428439906,0.978226349306509,0.238918262601406,0.343685977343763,0.599096997102843,0.189172008877087,0.403305408075503,1.1475411068474,0.6955151852648,-3.31189316744871,0,1,0.956167082514571,1.15799721053452e-05,4.05358982887454,-1.48360792548729,0.293120041938644,0.906094158034189
4339.7665,833103.995645,1.13081104792784,9,1.50227778694014,2,0.505801269754087,2,0.708695200106358,1.2661159749394,-0.0779425031181025,0.289180565036823,-0.348035109733701,0.302104792902419,1,3,0.587234101744597,4,0.130366309811964,0.000100002782425811,0.965655065274068,0.127917462242423,8.20354023897158,0.533693255595153,0.234236028328404,0.706632303953328,1.12841927456688,0.679247573201886,-3.57804089709983,0,1,0.855723647465351,0.000319353454015285,3.81100280969016,-1.1630056330729,0.150988396517326,0.42416519495044
4037.49,11398362.8002105,2.09255767570009,12,1.7439250983557,2,0.299038792565634,2,0.89863307261112,2.36965726440158,0.285609733992975,0.340311753216529,-0.297105381926486,0.526683255362274,1,3,0.335585943199864,6,0.999899999931539,0.00331730933239964,0.981513044777129,0.0447120997295563,3.70261048157742,0.951527918284735,0.352087515736616,0.452890443335442,1.52063737433747,0.673876991017058,-1.1191774828188,0,1,0.959573367753702,9.08143672154808e-06,3.76571943494776,0.0405620867240168,0.432382260782376,0.361241256592337
5037.827,4313371.53350632,0.805301439618152,18,1.05052623259402,2,0.327283763122429,2,0.729437213882174,0.885210006360066,0.199793438339313,0.388518505822388,-0.297799892787155,0.613953459206888,1,3,0.804587212704153,3,0.999899970317709,0.000100014624987572,0.969268645122895,0.0535573308017893,0.49286466724392,0.643509339364009,0.395492291078108,0.483348695736565,0.551802682684096,0.584619378078606,-2.86969657689172,0,1,0.880712078984785,0.000137704035418174,3.70822595686422,-0.329551680282558,0.406529834032743,0.734653090369715
6023,8215441.04585263,5.1626040956368,17,1.00511989024141,2,0.606148407133707,2,0.810482370981974,1.59920198145782,0.375751811499848,0.22580657815727,-0.285850835093927,0.145416632036462,1,2,0.626448432104348,3,0.999899972138436,0.285181225021043,0.968185790501442,0.183707945735365,0.434424267676257,0.822089307565895,0.14810101285163,0.255460767058513,0.505132996879452,0.309593311225754,-4.05939227231374,0,1,0.911147157919531,7.45238189529471e-05,1.51851897985106,-3.07434338375029,0.25107413427473,0.200257204799579
