mean,var,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,stability,unitroot_kpss,unitroot_pp,nperiods,trend,spike,linearity,curvature,e_acf1,e_acf10
1.64923347574768,29.2198742741187,443.320315662457,1169,3.64440853190252,1053,26.4087987011385,1069,0.195168140236548,0.0498823496164528,-0.426583303950413,0.189358950549472,-0.6290431237441,0.414060049609522,0.0143482984222863,1223,0.994573043042561,266,0.0149769018880506,0.000100002406781449,0.648644024305112,0,0.0866413469628144,0.0429554087925448,0.360117015826598,0.931593377472794,0,0.23297029583275,-3666.15572617595,0,0.0030886192582722,3.17663858470775e-06,-1.64262990321972,-0.834870459140076,0.192692560402094,0.0480126436059882
1.75787823990356,36.7922429844879,2477.51505614144,368,4.55020485705394,5903,34.5509544402353,5452,0.177907807963682,0.0379609727196736,-0.426129073186454,0.188330321589331,-0.629665272738261,0.415565718325632,0.0144814034011844,2611,0.996121763483189,199,0.0143381537929756,0.000100005322595041,0.632300548017601,0,0.0685694731199131,0.0332663156828522,0.374707281184382,0.932552832559891,0,0.291056072497221,-7618.70540168292,0,0.00308555586003423,8.63889375670764e-07,0.00476692871502533,0.059202347764494,0.17536710049034,0.0360565419503639
3.05083876060785,58.9936279851737,257.972328987901,2097,4.84328903376495,2979,27.9689189553603,2984,0.248476172520955,0.0783741777171493,-0.397799006316313,0.168626052918856,-0.610697497706939,0.38431840421103,0.0281508348045644,1769,0.991881767646313,207,0.0203500660343285,0.000100018982847477,0.686655301638913,0,0.0716798676392514,0.065101482484896,0.323297778101071,0.891485063989548,0,0.302167373495255,-4619.79440325348,0,0.00523733363701939,1.2348608079842e-06,-1.1203200451519,-1.7412785005163,0.24452802761869,0.0743466533646741
1.86985797486462,31.5508051290173,461.553928309397,11073,4.63947873249915,1215,55.9481408373133,1216,0.245788448229425,0.0657478344591229,-0.379148162849564,0.153187347601007,-0.604063022194526,0.371833047188231,0.0412854385759421,3037,0.993432439863064,2139,0.000149819700235213,0.000100011795779812,0.676398401482842,0,0.0842865925120081,0.0604904927040218,0.318786813352861,0.864218509061587,0,0.262647484906261,-9813.58858317217,0,0.00108508879906133,5.01727882078692e-07,-2.42048602431037,1.03704394178629,0.244971521829454,0.0650489876100397
2.53927771974332,51.9223892843126,0.276521473988474,17532,0.0329542076290837,21,0.208542232520429,4516,0.233952591673119,0.0603290400909784,-0.388218592236503,0.158531390996869,-0.608955279285707,0.378534185500561,0.00606086128885277,10863,0.994260631790905,402,0.0198316095636855,0.000104944403736684,0.667355415068145,0.0209338068504705,0.102020339999934,0.054887835016792,0.33087790850381,0.875601910472531,0.000529910376464406,0.452360138733685,-33388.5083545585,3,0.000183854263146488,8.41623028337182e-09,1.26767191884786,-0.961572244217639,0.224610245790512,0.0558841708371138
1.55020694412509,27.4084364927405,676.866225094635,5447,3.68650797709595,6635,57.5887565930965,4382,0.186225857455967,0.0378969436279218,-0.405559900057795,0.172987850148528,-0.616698554590424,0.392686423275614,0.00530321765383353,3091,0.995967098823214,305,0.000122543490848304,0.00012254325802191,0.629630979672705,0,0.0377574664756424,0.034988954240499,0.363859748871411,0.907898779980151,0,0.12898669114197,-7881.38111614494,0,0.00198008072704181,1.30352724017698e-06,-1.07106474333464,0.614152266780046,0.184614742427867,0.0368157949049394
1.7433725297051,29.698143519407,761.718047131386,13558,3.92689349486805,1336,72.3469240401946,12800,0.215529759374555,0.0491742541410164,-0.393391250628794,0.161787496027218,-0.612330973078969,0.383639511306393,0.00704474337376175,5537,0.995159878347547,1238,0.000101651021156096,0.000100000759303705,0.650312681037645,0,0.0576753783949961,0.0464888983776337,0.336183207477625,0.881045050600213,0,0.361607337262632,-14029.2467533164,0,0.00133545883526609,3.27536485166707e-07,-1.68819460995296,0.0827338443675475,0.214481751384631,0.0485305373665935
1.67965328467153,33.2641996442095,260.044041795666,1267,3.49197340104568,1236,49.4221357790902,1243,0.305720995894928,0.0968801355233549,-0.314856778046218,0.127009357196971,-0.560009127690034,0.318931896448408,0.0945436665542254,813,0.987781338145688,254,0.00020036182142867,0.000200193568712608,0.717895105899545,0,0.0525485807402895,0.0963879910324621,0.281020521471661,0.809938489555787,0,0.265099855239029,-1627.70676992088,0,0.00451465151519992,1.82920891612991e-05,-1.55683086374245,-2.01694547700461,0.302595171348773,0.0944716834087049
2.06835519229551,38.4839941481338,0.606618655276451,17532,0.0296528144895105,1059,0.864400421161234,5291,0.298188799531816,0.0989460685924598,-0.352010195781941,0.136929334664552,-0.590788891614487,0.354390809224156,0.030536135733625,8923,0.991231100854091,10881,0.0208053605078572,0.000100003712486916,0.719331865209877,0.0167890692061388,0.049007084472857,0.0890923939871793,0.286899080580824,0.826087747473917,0.000385461785910561,0.158937086278696,-32327.1204292333,3,0,2.1674459268756e-08,6.2243584539877,-9.10477149199134,0.27799392413715,0.088577318231408
2.4988456807645,72.4079969890343,495.817343451143,4023,3.71121131706112,11473,64.5427851237586,5143,0.263858223807449,0.0757028739498614,-0.36520516828825,0.146238357671153,-0.594429971291415,0.35956249874043,0.015864350307901,3237,0.992391316792165,1753,0.0001000414818479,0.000100002498567112,0.690152496759683,0,0.144927497654806,0.069765489732109,0.306013989248087,0.849612816129984,0,0.0518836429637285,-9464.72879530447,0,0.000949310526612623,8.05920911993469e-07,-0.781977234707968,-0.287827623905839,0.263161679703853,0.0750785279406557
3.29499056010069,65.8565891657163,242.098102198095,4375,3.46756392484427,5901,13.266537182641,5906,0.239094223610102,0.0597216781187166,-0.373719764775228,0.150816633825822,-0.599242170337915,0.365525462609084,0.0107427860478472,2455,0.993530548140976,360,0.0165242826947879,0.000100002251565599,0.665506765112779,0,0.125526957798105,0.0573347558655494,0.319928011013273,0.860971707496583,0,0.381790150055276,-6511.95097099595,0,0.00176581690159083,3.37037397126827e-07,1.99487176060915,1.04439233591037,0.237747179606913,0.0588838374870424
