max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,stability,unitroot_kpss,unitroot_pp,nperiods,seasonal_period1,seasonal_period2,seasonal_period3,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength1,seasonal_strength2,seasonal_strength3,peak1,peak2,peak3,trough1,trough2,trough3,mean,var
0.00266287644049717,8766,0.0442209352415696,6,0.139709597993821,14,0.733672604159876,0.780122787695681,0.186361915677167,0.157766991394387,-0.230100122141678,0.143510693168715,-0.0476118315637436,0.364126793955531,1526,0.85420062619251,43,0.999899997984613,0.000100020835729559,0.999913464864144,0.00972343142551728,0.821191550734695,0.686908720007151,0.160570785370406,0.360587663409992,-0.00658054287560591,0.000964570913468891,1.04787888296032,-3102.91785282533,3,24,168,8766,0.00307685817684444,1.21178167313973e-09,4.22966873531694,0.181271640250053,0.539897956167514,0.380523376410763,0.63866031644833,0.58914597469138,0.484898662818309,8,128,6892,2,79,1946,0.0493243274053808,0.00390239915619127
0.012606915833857,8766,0.0359477778465432,14,0.231288491094153,5,0.796449863219129,1.17813758205409,0.136573549181318,0.108138000777441,-0.436197166927212,0.23268900937397,-0.049187058028396,0.380755407289629,1730,0.819526801080366,85,0.999899939598871,0.000100119512045839,0.999913464864144,0.0267046748579428,0.780229964342932,0.745515197560884,0.0836698040577166,0.358113086436787,-0.000462796296095605,0.000644927209576545,0.268076454240144,-2510.52765275787,3,24,168,8766,0.00174559412564435,1.01549980816533e-09,-2.95786148488741,0.136232539290788,0.552305772015116,0.398228927512212,0.670993809186857,0.635396429391143,0.489796390513642,7,128,1377,2,79,175,0.046016330369357,0.00234236897174652
0.0123537351033185,8766,0.0285833513144466,10,0.0177728896569307,6,0.859930160041637,2.16639604234919,0.139570195883005,0.0465976353710817,-0.413004565586843,0.181689970591286,0.00959676526777079,0.373382789370845,1754,0.745058877247492,21,0.999899929139536,0.000100171067700978,0.999954177318763,0.000153330288364094,0.607217062629326,0.819477121719107,0.0234093072760332,0.375597350374875,-0.00440240747704864,0.000369216355209287,0.604879333197815,-2191.07473944382,3,24,168,8766,0,1.34996241027945e-09,1.60764250982066,0.779202790686022,0.459381707332589,0.301237565202983,0.729274586117778,0.446969203482358,0.240815427570588,15,67,4812,2,80,7904,0.105869807341541,0.00675758258661283
0.0205988982363193,8766,0.0146734461661364,6,0.0660595534968211,14,0.773990412973997,1.11794157183812,0.0428158541102865,0.0686007387574135,-0.429023348034626,0.202915128473333,-0.0608465834483621,0.190828951788317,1706,0.825673854911729,40,0.999899748881388,0.00010000408778972,0.999913464864144,0.00214596741930557,1.35629628072511,0.648036973821247,0.0263974057921165,0.406812749786725,-0.00510704635855144,0.00010073638625674,0.439882735669621,-2986.13099988829,3,24,168,8766,0.00279043634523823,3.6634794564508e-09,0.792252312631056,-2.12457021768655,0.505162327318004,0.341735112220727,0.738279067435564,0.419358630336896,0.47693471655623,8,42,6371,3,79,4380,0.0566329343365253,0.00135024365675998
0.0354929428126081,8766,0.00686201689665985,9,0.00895710410195127,6,0.82817271781973,1.15601810304506,0.38759944182065,0.357095825546503,-0.187332649653157,0.101719674890155,-0.0732553384117531,0.442072501540206,1794,0.805075920804814,117,0.999899993812646,0.147174796469835,0.999954177318763,3.89115981745314e-05,0.756943526434013,0.965552547975121,0.259865715439993,0.213939072333305,-0.000470880224852684,2.20218840237839e-05,0.100093154716966,-2081.18132741459,3,24,168,8766,0.00163024932365419,6.75539093949708e-10,0.752061331207964,-1.52950137982234,0.626231654647358,0.556854485039745,0.805504091154958,0.737322898676276,0.474768902413133,8,152,4201,2,79,1946,0.026811873005016,0.00128681430068136
0.0114721996756607,8766,0.0750144101013464,8,0.228169222823523,14,0.848752637479858,1.4389367741886,0.312205919698076,0.21267709600409,-0.281744285799111,0.117412617586893,-0.0432710988239254,0.560477247484664,1820,0.768099007902591,69,0.999899951875405,0.000100108316275748,0.999954177318763,0.0260205896540616,0.657154346413077,0.908366275968328,0.157886558657765,0.242719629895528,-0.00088189593217869,0.00278979501693905,1.37836428052718,-2068.64235807508,3,24,168,8766,0.0173500650886289,2.78567687110448e-10,6.43448506960204,-1.21258130091297,0.586391018961923,0.480522077784218,0.879020652571921,0.743435684000561,0.481710234531888,17,139,5491,3,89,8508,0.0565257295941632,0.00442546138435052
0.00995669071430222,8766,0.0685072946279639,7,0.164977330586512,14,0.856391456366327,1.39888072544998,0.368770322756583,0.296299257591294,-0.224880143562265,0.106055613844875,-0.0346331346886968,0.618964532624286,1608,0.75788659216356,23,0.999899981970311,0.000100002902245472,0.999954177318763,0.0135846369063261,0.340206673084684,0.96357716657981,0.210201762772957,0.212501696587077,-0.00467082999539715,0.0023212122288967,1.17208362811262,-2009.14779454981,3,24,168,8766,0.000476177412588208,2.84642161896037e-10,6.81630009063633,0.374705178565775,0.562108404404577,0.425618234122878,0.913481315945272,0.770263806055009,0.440645017184266,17,39,3880,2,89,7905,0.0628850490196078,0.00372121704545162
0.0622105195215465,8766,0.0316969717739117,8,0.0322347947929627,5,0.86859747552813,1.82079867230292,0.362144555479975,0.189023469869895,-0.205278379255047,0.116234984589631,-0.0200127043353144,0.463337777556321,2154,0.696259162151833,60,0.999899991797057,0.332227129723122,0.999954177318763,0.000511627942438787,0.761503172406899,0.971995360816884,0.174367962535962,0.230693553886919,-0.00385954410334302,0.000483059551879238,0.254557537330602,-2023.81686547757,3,24,168,8766,0,5.14033070630226e-10,3.55242057619357,0.551630197334319,0.570188723204593,0.415232167743641,0.907857709802184,0.671360770071308,0.423388080960131,17,39,6955,4,89,353,0.0605979822161423,0.00299086786801405
0.0349349207619407,8766,0.131580029396308,9,0.325257267350254,14,0.912459726811271,2.55482187334057,0.370226284557185,0.261611783696083,-0.347736611551912,0.127742528906347,0.0118399097728353,0.567185322284861,1798,0.63530535662265,39,0.999899882377942,0.410348730346317,0.999954177318763,0.0526093136731836,0.381501141113384,1.06970823406312,0.144414648436675,0.219208428481987,-0.00336873357066335,0.00852277658739592,4.07392211680785,-1878.47956907461,3,24,168,8766,0.0243963668131474,4.2375633272715e-10,12.408273020441,1.80215829022773,0.628208531450411,0.645440981483684,0.881164138760665,0.535684461495984,0.361803252372336,17,19,7433,3,89,6995,0.0628388109895121,0.00189045311882787
0.0684477643522158,8766,0.0306429253649129,9,0.255960123049398,8,0.68233553161431,0.661808302032973,0.00816550780852657,0.120958205349312,-0.36962749846311,0.236948497784106,-0.0599802775897866,0.347610503735602,1526,0.863583254375018,93,0.999896957132606,0.000100089654749635,0.999819270755142,0.0326463984115122,1.07109152953909,0.516994584643163,0.0948089204953629,0.475624859741352,0.00223150059702698,0.000451189466094646,1.0350317490608,-4200.86790592949,3,24,168,8766,0.00606456044234238,2.32007774625085e-09,0.124421643951189,2.40786399526644,0.527659413338734,0.378431675759149,0.503703031683292,0.343214931451314,0.4729845399517,8,128,6173,2,80,296,0.076274829001368,0.00876420319925252
