mean,var,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,stability,unitroot_kpss,unitroot_pp,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough
8267.56582967033,17265959.6528535,0.0546346730106338,660,0.179482743462945,657,0.00375919445418064,582,0.995446084464333,9.51116464941088,-0.0991453459424046,0.0531817205918502,-0.521803425287202,0.285864065741101,0.946130231613385,0.998869929854673,3,0.0466889963476596,119,0.860967636819433,0.0090817212039237,0.999954177318763,4.20327844612977e-07,0.00367305969866683,0.990940841107811,0.0273775378517693,0.661287431928573,-0.00213305398977586,0.976421465398155,10.2967238024383,1.22116800796548,1,12,0.999827878592711,2.93442697230708e-12,26.5952154331474,3.93797607278877,0.486262139795161,0.298676128082136,0.024720817565565,12,10
7120.67087912088,11327610.1852306,0.064716764865399,660,0.182062322510071,657,0.00556960405634573,586,0.995438360049051,9.50731320193742,-0.0291984925074912,0.0532997868849487,-0.521693779730975,0.280680578563623,0.945307309608368,0.998662168193647,3,0.0464123787281164,114,0.95938122290374,0.0090744359941898,0.999954177318763,6.53324134944127e-07,0.00477747368713273,0.990940028511584,0.0117394454439774,0.593208875181715,-0.00217850076074609,0.977430829794456,10.3203822661951,1.08943304598563,1,12,0.999775469753348,4.74650765817177e-12,26.5956992607534,3.4437053045155,0.565894606917583,0.450395576900412,0.0239760601658667,12,9
58.9535549450549,934.415171135904,0.0166625050906884,661,0.133106713409791,659,0.00174618967201551,650,0.995829382715315,9.55115105833256,-0.16917149568499,0.120415817933525,-0.612393397041812,0.393360456197945,0.9503104962978,0.999684514627779,3,0.0848596108791828,129,0.683785401242474,0.0743740323681349,0.999954177318763,2.22406796547371e-07,0.0224859635754896,0.991689786285707,0.0747508839468572,0.737044767636205,-0.000851162944766123,0.980740589611144,10.3202131878796,1.12242744565,1,12,0.999950222464944,3.07643980931363e-14,26.5749226337749,4.10723058564471,0.346284478098867,0.186047193381683,0.00404561023993366,12,10
187577.720123626,22674813708.5745,0.0753626017979708,595,0.237716650583024,587,0.0169239081800893,582,0.995530377177827,9.52618274148016,-0.0752967617070998,0.0441572747041401,-0.573591745853679,0.352483996356403,0.947749842250313,0.998841110535573,1,0.0539126010078471,233,0.900357478095761,0.0133007878715702,0.999913464864144,2.04692692488142e-06,0.0421846438099239,0.991093563746948,0.0207369407463121,0.604101965007346,0.00680288938229417,0.971681909076582,10.1059261647194,1.82999191915105,1,12,0.999731249723885,2.47164583255889e-12,26.1952010601117,6.16927073385879,0.612713018595966,0.679969337568811,0,1,3
66.8163034340659,727.782331777966,0.185992746579755,596,0.476060717610012,586,0.0411517027115707,582,0.996227159243609,9.57052181589899,0.265746103479535,0.343278347792642,-0.489439699614787,0.274326189071818,0.950206766504251,0.998022363283228,9,0.0312658035676075,74,0.904485161520232,0.288599158166353,0.999954177318763,8.66724687816725e-06,0.07846756449037,0.992812551636375,0.161013761488782,0.430444818641976,0.0138310091836593,0.996739800170246,10.3415403912141,-0.356370098080527,1,12,0.999391375965873,1.17904433828271e-11,26.5152074676903,0.171916209715748,0.798909405456374,1.31072349333992,0,2,8
69.9374516483517,748.558797392294,0.102946604154563,596,0.488889675256935,587,0.0391889638476723,582,0.996707151370434,9.62569350419513,0.105169005078801,0.274052491308946,-0.586677337614786,0.409338742506467,0.956731863391362,0.998044333428253,7,0.0435019915107784,81,0.756049322385448,0.280080118156408,0.999954177318763,8.47152916784048e-06,0.146270640757777,0.993812817538643,0.136389500494627,0.5727147912819,0.00579408241422974,1.00704340105566,10.3026025895523,-0.87219378442404,1,12,0.99948493687595,9.02451178794281e-12,26.2866856457797,-2.39258864703914,0.7486260340488,1.18338837636739,0,1,9
68.0512427197802,742.504689144294,0.0713106710101983,595,0.433793644846906,586,0.0299086373719932,583,0.996656887966658,9.62682232234714,-0.0222147524395411,0.126546115267562,-0.592451458397225,0.399550893359265,0.957179737217476,0.997379278134718,11,0.0353437796955295,81,0.760485898960486,0.186831772534906,0.999954177318763,5.86007077337449e-06,0.146016092907695,0.993555242179251,0.0742632331083329,0.632109929147158,0.00300703741169782,1.00620440994721,10.3728352482959,-0.775222430539241,1,12,0.999473589146209,8.26661117732389e-12,26.4105943439285,-1.88523497985219,0.686659588455291,0.938191886854198,0,1,9
79.1936207417582,581.522904826213,0.0818304062695724,594,0.395742332461829,585,0.0200015626683104,595,0.996183466502697,9.5880529860604,-0.128225983855169,0.0524743164733434,-0.585396121095796,0.382993163886803,0.953132716332198,0.99653266972649,13,0.0514419837717086,104,0.803923963081766,0.070043437103624,0.999954177318763,5.06728380640824e-06,0.0523622239710531,0.992667565685726,0.0339696276275456,0.647769332801974,0.00682303316457412,1.01159507402423,9.99101978186588,-1.53871746565962,1,12,0.999057860804776,2.31930203618392e-11,25.8307652882677,-5.1503018685016,0.638679615375048,0.713539981842796,0,12,9
73.9717391483516,1042.06808680393,0.420842715820655,595,0.817158497454542,585,0.108672724607973,581,0.995558348487707,9.51599831517964,-0.0839468624205924,0.0470597446162438,-0.582379625786626,0.423943098980059,0.943732656391277,0.98655930646827,13,0.11893907945551,71,0.831309447011497,0.11355430325731,0.999913464864144,7.0816060205987e-05,0.0834695466679406,0.991952842989109,0.0215611903941727,0.594779047343914,0.0129452691307686,0.998443955988765,9.73466161726322,-1.0624764601036,1,12,0.996932614551408,2.81261071742167e-10,25.5469587569294,-0.761129980797996,0.6613288040115,0.760111113297959,0,1,8
82.2076028846154,449.252751997997,0.0530044437829968,198,0.218265204826639,585,0.00592134990283999,195,0.995948291091237,9.57959147644088,-0.243859515512954,0.0779307496867462,-0.589496900626036,0.382199056537233,0.953061018475485,0.997295545870917,9,0.0341287113892123,129,0.711221138486334,0.0096582781833415,0.999954177318763,1.59797976167821e-06,0.0444359783190825,0.992848518510289,0.0693081644494412,0.719324093657921,-0.00877662292578114,1.01578687109856,9.80868809183414,-1.95490631682266,1,12,0.999330072661378,5.85028804633503e-12,25.4967104151407,-7.59885997740239,0.403508218337647,0.219054812258309,0.00709268535252594,2,9
