mean,var,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,stability,unitroot_kpss,unitroot_pp,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough
273.679245283019,24263.9724581955,12.3313321809266,58,1.44719817669163,55,1.37715839361855,178,0.629413847475951,1.76866257608995,0.30848819952717,1.7059732217233,-0.0567211506119946,0.612907025318341,0.316193319936067,52,0.60007244213006,32,0.999899978939326,0.000100047776842039,0.97955715128899,0.139481939259134,0.197434104099946,0.8603111201276,0.845535449268419,0.584624472929977,0.204950998430073,0.327811002986333,-64.7468396486221,1,7,0.337728431273154,1.77441892581044e-05,0.931953487949537,2.64064938712012,0.496921184694805,0.535177021422091,0.63029444234142,1,3
389.731132075472,51075.3444290441,11.9609945788242,58,1.47851770601601,55,1.42459473313489,56,0.627346674130411,1.87982677167601,0.325520818714406,1.84469137164357,-0.0316645945151517,0.709753092226325,0.396777997285019,52,0.650002608010873,32,0.999899966265593,0.00852371325266325,0.979420475448219,0.146308450382135,0.287538027304522,0.912862454378513,0.891576857004439,0.600443641690728,0.191228017376387,0.181603160522475,-64.7893858788203,1,7,0.306558834806327,2.00890558901855e-05,0.937438886082666,3.50339756945522,0.553032625562008,0.959079698689955,0.623733711535274,7,3
678.364238410596,34891.1797792494,5.1442610871885,28,2.69513194964657,54,2.59289434835754,50,0.871135499945977,4.22970536248593,0.00722433079609079,0.135973642726728,-0.387948483369019,0.223430955363856,0.512217166607525,23,0.624802144314207,35,0.999899635842706,0.00384642610215579,0.992627524226736,0.316478005370534,0.446453925414128,0.817562216682211,0.147774406972419,0.494648498305399,0.818596001992892,1.74101920838712,-16.0376935857614,1,7,0.789416650417271,1.20323696214673e-05,-7.5226073536201,1.35784212821488,0.444723287598013,0.303073155810555,0.0594849530559125,3,6
75.0333333333333,1660.99887640449,0.433290501010058,7,0.981466141583837,2,1.1581384515026,32,0.483860049617422,1.62261450873355,0.0903823092429663,0.916801109658141,-0.30426573598833,0.347641758091156,0.102454067601771,27,0.813746070981904,4,0.999899928055562,0.000100050065344018,0.856272541231386,0.113026839421815,2.11444799842479,0.563759799931051,0.55888901941624,0.554638215984413,0.133350327022104,0.087147409071118,-42.8051748366996,1,7,0.209781226826087,0.0001325169682361,0.0462993743719669,-0.515653796415827,0.140012339193462,0.120007612935234,0.658431813198916,1,3
705.688679245283,23381.5045157829,17.3901251751021,32,2.50193663364895,6,1.49018273234705,186,0.709978893664446,1.47289784497411,0.0299676104113882,0.521692345530615,-0.397928637665578,0.300739849579114,0.191376748274872,42,0.740501135012489,32,0.999897999254407,0.000100036321911837,0.984485107062476,0.268511333037655,0.301917130753452,0.682848178476564,0.304067700513748,0.51394844501209,0.46864017173988,1.6541815709883,-55.4818976884868,1,7,0.658125082972966,1.38470186635131e-05,-6.94975075615344,-2.21435419346713,0.297718411368546,0.276292933526047,0.438245651576176,3,6
482.07182320442,12935.8003683241,1.08613957294251,39,1.02242088566315,28,2.21357260610253,22,0.353847831807278,1.08135462334061,-0.0862490407924922,0.694906110585189,-0.38648515273371,0.637530202270627,0.0516643312546615,64,0.777835843625063,5,0.00313121193487508,0.00313120740703557,0.688970016796248,0.209426261927371,0.588262246621507,0.343538663782292,0.482994333055373,0.554886026756749,0.109771018875001,0.159597604556419,-87.3919190867269,1,7,0.323879520877217,4.05714743069991e-05,-0.528782677080974,-2.26260761768917,0.102043188538748,0.095071682359475,0.718769837465348,2,4
296.305555555556,51550.5262259466,17.5649323549907,119,1.99203203857438,114,1.90759403229875,143,0.755111741040095,1.83870931565027,0.209487023168261,1.00781701623332,-0.20401160519973,0.354994847120906,0.648138681952114,37,0.753287842259029,32,0.999899743836919,0.000100006789771866,0.988756608886025,0.196400056988613,0.483617196844822,0.84791893651506,0.48429067673942,0.453821620309714,0.538857134489461,0.398954915022665,-39.5635514137872,1,7,0.637592308503214,1.7675896469618e-05,-2.53913201845296,3.28098545371162,0.460070545819511,0.669866321931924,0.400232387122685,1,3
915.826815642458,7473.23388362312,44.1451757860188,62,2.41433699311202,16,9.70175392869218,17,0.454927595644793,0.234191073683083,-0.126494528660913,0.159177116592867,-0.408698306835025,0.290243274093091,0.0990209732506056,46,0.957935054814682,19,0.0902449191842147,0.000100002723972618,0.827460795100433,3.97230558136018,0.555053513700002,0.250291499940168,0.260349565916701,0.622917654922232,0.339343253013401,0.40452051856826,-90.7375989855468,1,7,0.210319720978617,0.000417499461981713,0.622684727842143,-3.22137780465895,0.32168208042581,0.128434746549895,0.0899148771213736,7,1
496.005555555556,50493.9832091868,8.7634758881562,10,1.82077028875397,158,2.71332657792265,137,0.464216004679049,0.40632814210225,-0.229879597608274,0.516886624844448,-0.519793627597788,0.910383696465299,0.588074030475457,41,0.863317185458977,41,0.5742771760892,0.000100050368276402,0.877987903897893,0.758038468769457,1.07638579268126,0.260361499237348,0.153959890424205,0.527809452961583,0.147567690299283,0.0890608923617065,-95.4470333997155,1,7,0.248517552444647,8.18739982224169e-05,-1.65350907682231,0.0282626447307142,0.348667696669657,0.240366940139034,0.0921178171855646,2,3
229.666666666667,6452.25770308123,1.94708775653798,51,1.21291532198468,2,1.57119606365392,46,0.43359268276306,1.08389484997306,-0.108020345315687,0.550770688888077,-0.511647904223467,0.498014172926868,0.158144405260942,35,0.741236066883973,4,0.000196768128817693,0.000112178819534387,0.836778992820496,0.192160785376164,0.905884658695024,0.370648748503877,0.400965487371311,0.538255936455177,0.141330640009744,0.216310838805322,-50.6385946087103,1,7,0.437759710225366,6.6428462474264e-05,1.36351021414926,-1.78421120912225,0.0719340824233114,0.0974901413421757,0.695624919311162,7,3
281.22641509434,25638.2138960923,0.477555405911483,54,0.826169320232185,181,1.01877314525038,178,0.569496624265855,2.35346738744694,0.276824769053697,1.82038094532668,-0.110981025969393,0.73694807453961,0.464333524735268,60,0.380860875420131,4,0.00223769418123126,0.00223767297642027,0.960972141177008,0.0784305447818538,0.578050956030498,0.817331139569689,0.931354874032023,0.553043067444236,0.125109160465439,0.483612206889218,-68.1532607901577,1,7,0.356277966479674,6.15850406307684e-06,1.474243244036,-2.66754173946633,0.363654084832645,0.220833494466484,0.81312231331573,7,4
287.731132075472,17554.6335285701,11.603523077943,58,1.58821327985933,55,1.54547990359233,56,0.612414049626742,1.67357525126191,0.247955677236713,1.46466579630386,-0.11871014863416,0.638651339391623,0.328177529585536,51,0.697725287971081,32,0.125632861223567,0.00010000266448218,0.973043618341951,0.131081525173836,0.790049407167877,0.777550560037658,0.797585915007114,0.56246554767573,0.223017275121816,0.522111896556663,-67.9452418234376,1,7,0.338044373292951,2.4005973271523e-05,1.49045313635399,3.05521696247017,0.473579468942609,0.566150019821264,0.614961819943028,7,3
414.86320754717,54670.5641375302,12.9585850785824,58,1.55127174823519,140,2.65719731417132,137,0.603160274468829,1.19359844473749,0.134588419545716,0.987328408202962,-0.263421105365685,0.533988442008607,0.439090189419285,52,0.767696449747207,32,0.999899801396148,0.000100056572678672,0.96710949853746,0.210144436563421,0.11926038601831,0.578096543605145,0.525624991643979,0.453129831492749,0.251715436435141,0.353959978160404,-71.6397790001556,1,7,0.403363323637368,2.40490012199513e-05,0.921214335817374,1.44056994736009,0.400217672922046,0.455897447184326,0.529289109431489,1,4
37.2888888888889,205.513842333954,3.75532824669183,85,1.37518303775089,25,1.51096298914609,129,0.555738470524258,1.18126479772503,0.0159610005924432,0.785382635367396,-0.452498530884866,0.400873336510671,0.11835316535585,54,0.810462132310756,3,0.999899954988453,0.000100090343461896,0.946422618068517,0.188621950302684,0.119666892176431,0.551612383392554,0.471872133943712,0.546208166319131,0.216981593950122,0.568426048731248,-65.2413682709064,1,7,0.55363596454144,7.87798463637212e-06,2.59017988349868,-3.04645639536672,0.00320434787171307,0.098459985237952,0.681268872903411,7,4
12.0707547169811,62.2177188589824,18.5739784867153,58,1.84733258019366,55,2.59151409269029,57,0.510248357215705,1.0406546482131,-0.130069211674856,0.53209316819075,-0.517978897528215,0.478904672706335,0.0907635442160783,55,0.823433608821805,32,0.167599349426669,0.000100002277500402,0.884745124807479,0.249728051661759,0.202052046340429,0.377909117704156,0.430155495848947,0.575140059870496,0.286663328073743,0.209344485407203,-91.0770645552041,1,7,0.523663134794122,6.06987847089666e-06,1.07318246348073,1.74370118326544,0.02026703210651,0.248868181686883,0.57744884896346,7,4
373.698113207547,29698.2591433426,13.8508690590814,58,1.57586344206851,54,1.3479209191586,140,0.689796541012593,1.57916645720233,0.263046919014709,1.41870105036009,-0.0772531107356052,0.834118921394418,0.296819296428996,52,0.687099830593475,32,0.999899989736901,0.00010000034029805,0.985046353177598,0.0968551961769287,0.341532598766843,0.885121851175097,0.790364930637186,0.610136683280136,0.384287813662189,0.719982640210636,-58.3219881221835,1,7,0.601585768544503,1.24439171546549e-05,3.22356063728266,-0.543492485785055,0.518425518630117,0.540229986901509,0.625134868053914,7,3
704.077777777778,22180.859051186,1.30561165118489,33,1.16256006045317,26,1.6853656144061,21,0.34591482364613,0.81836357663958,-0.490790429055242,0.424242241158179,-0.724460565182276,0.792282007336166,0.207367523066738,37,0.83814616780371,4,0.170952793876895,0.00010000126055149,0.765328966100451,0.0975268487923398,0.0282526063524814,0.232928334191689,0.46086754061319,0.80287263194379,0.400861002872602,0.644240312530843,-61.7515846184847,1,7,0.463803259096248,0.000141227067387522,3.13415972326802,-4.48959229350141,-0.245202564494484,0.202452481314683,0.451413161159628,3,7
651.549763033175,19809.2677499436,43.0466740726044,194,3.2936879433683,189,3.30448021399074,185,0.829679080575939,3.39971713542302,-0.121613899089411,0.159282037974451,-0.4934155138636,0.33285843658898,0.270406232850374,27,0.706244098503303,61,0.781125411420551,0.000100026316229073,0.993943371760596,0.374849628153854,2.14957084226867,0.731066231960872,0.113631863115832,0.510627170874369,0.751395143868497,0.488657052871112,-27.0797627867333,1,7,0.736525310376581,3.10756716964759e-05,-2.72081833519232,3.75052590682856,0.411003575098094,0.334359204129976,0.000187349153501937,2,7
784.87417218543,8801.69739514349,17.0697808849876,27,1.73132742306275,27,4.45293979239213,24,0.497262235928904,0.889007224651478,-0.0543560966039717,0.384902507242106,-0.441550681921233,0.292995580706968,0.0615392004433688,25,0.820282337856914,65,0.0949942228671663,0.000100000044026,0.871481027829722,1.37754619088342,0.923064144351541,0.360665703470649,0.351565225654952,0.545862829406603,0.245413216324942,0.472919158669637,-62.7956017952266,1,7,0.33009416010743,0.000217273514730242,1.10585651339286,-4.30618924664419,0.259159253243244,0.455061200458253,0.308887343220775,3,7
597.491666666667,95726.7898459384,0.202735828093375,7,0.97008829564365,2,0.534441623235438,7,0.539396834820192,2.37706252098295,0.277474457975535,1.62224951361736,-0.0848971052599337,0.681908047710366,0.515830861460349,33,0.611506805183823,4,0.000100018832145469,0.000100017725691828,0.936104403554489,0.0247923277748042,0.400296161231768,0.880199405244833,0.888162772240309,0.614724259635762,0.0689391218378074,0.132443695975714,-38.3730480811623,1,7,0.294963381374104,2.79508427122933e-05,0.610328827873709,-1.34738613253109,0.29697494895035,0.166792099011338,0.818846536708695,1,3
430.270718232044,7843.43186003683,4.00068989876048,33,1.36948281305748,24,4.41245140167501,20,0.591389004499965,1.31012821891033,-0.0897570943481607,0.478751642181017,-0.462638142525705,0.32339603497809,0.0923914354870787,41,0.729637164111292,4,0.0814834075083216,0.000100000695941115,0.921486836798595,0.315494106989857,1.14147410885668,0.436994848212866,0.429244468323232,0.555128686451754,0.372628978252675,2.21607877525426,-65.1214959087673,1,7,0.566697428684755,3.69851344298144e-05,-7.67898465757859,-2.49267954273199,0.102826915607911,0.0789975054562374,0.536019669560011,3,6
204.264150943396,12449.6550120719,9.81831306565834,58,1.33666876646379,55,1.16615968074681,56,0.603999519724496,1.52182290276472,0.194315383934292,1.22942840543348,-0.191334642777309,0.534031575921544,0.236301281291199,52,0.639590169891482,32,0.999899937548716,0.000155622908880671,0.969994449440384,0.11771492361717,0.906540687413692,0.687074659904675,0.673570091552218,0.495455061237083,0.235645743382924,0.227774701876447,-69.5360573192486,1,7,0.396314609464621,1.9095956460626e-05,1.48975487709334,1.49089381490762,0.434520193813325,0.532092768946875,0.621662566188508,7,4
825.865168539326,13522.2770684372,3.80594420219477,33,1.10565479646287,54,4.12838682373208,20,0.447917540735257,0.699764850289691,-0.146025713078321,0.346743141271531,-0.530939478827571,0.39688664172428,0.0860941811162798,26,0.879530602026857,6,0.000103002579717028,0.000102513693080014,0.819372739735848,0.886066454824041,0.446544046999901,0.287233472289365,0.371961726817419,0.560089278911112,0.263379339620668,0.604574872520266,-46.7158992853332,1,7,0.339418058291837,0.000329868558371576,2.66805745171706,-1.45233774071731,0.168250925867538,0.163546939508131,0.42097131613414,3,6
709.932584269663,32792.2454034729,1.48876978342349,28,1.58251308975519,23,1.6253828222238,18,0.249063929579884,0.323008718708254,-0.265734706229586,0.493354126544171,-0.538316856027996,0.91263241025666,0.367530773062356,25,0.855633283980687,5,0.000100074289342033,0.000100006348497392,0.612010349494528,0.209258661243054,0.546088488595279,0.121395253560733,0.247996028765357,0.614094996637532,0.177527882191664,0.12361725671055,-58.2195943115048,1,7,0.339664973929828,0.000130618565468919,1.06213452437405,-0.823800004904112,0.194340039788309,0.148637636476451,0.497290974875219,2,3
20.0987654320988,149.048056320784,11.3881773566988,167,2.90195372175024,153,4.15717630215515,150,0.488057121985098,0.671105096002538,-0.30580118015848,0.246328426359924,-0.542711081173945,0.428167301846017,0.112144775846857,50,0.918312521046193,33,0.296153648999317,0.000100003109447965,0.858032177751537,0.945476291897966,0.571736523703882,0.349102401948805,0.330296232860501,0.900512203408686,0.434144856447528,0.421355450061711,-128.344950267022,1,7,0.403297423968131,5.87864853374765e-05,1.56925096346466,3.14603239660578,0.156865570670361,0.127838770678434,0.00512520910958791,5,3
90.8895027624309,288.421055862492,5.15302933808259,166,1.28700403827036,22,1.96901283856168,21,0.317404342014049,0.331998781329622,-0.367016193566022,0.251132282882109,-0.572104510987003,0.404344895492235,0.0323567900202162,68,0.902387805271567,5,0.136959226173685,0.0001001639189914,0.752064611477645,0.252656594255713,0.0777375400017054,0.135257725894175,0.376244627578673,0.866810581559401,0.335848039834807,0.525092659411537,-128.725088260029,1,7,0.427320395793238,3.90034410764971e-05,-2.64184647072322,-3.73026399531343,-0.104315022155708,0.110495248130902,0.256838624014924,2,4
239.47641509434,21431.2648439596,16.0674159197912,58,1.66087754733146,54,1.69799768516671,56,0.655597138550925,1.67325668304201,0.315894205983808,1.69599145837751,-0.0754333241207747,0.503036950782571,0.449835956218941,52,0.692840507802314,32,0.999899964246729,0.000166401086289633,0.982917392943182,0.194544132027951,0.227193221824504,0.923174148944155,0.777907824991347,0.574421140528361,0.253906078192051,0.158777555557882,-61.6003672516904,1,7,0.460329876307869,1.38170982974957e-05,-1.21158093854502,2.25356187778773,0.463571779899132,0.426590961707758,0.644263286355205,7,3
703.641509433962,30768.8850934454,37.9984990940073,30,2.78937340500344,26,3.9397933090813,17,0.58975107972002,0.776440710978574,0.0995973905224692,0.639014251940048,-0.297707301022512,0.373400394503457,0.430241649212202,52,0.815863960535489,32,0.999899855284395,0.000100023056942343,0.968928388248199,0.810568862458026,0.314893190963738,0.525294133992736,0.397085962761995,0.489044827084261,0.186929096998533,0.276153342283356,-82.147802024361,1,7,0.0912961423911079,0.000171418175103825,-1.17913968846854,-1.21591297695487,0.462677757798337,0.589602905748595,0.136925636342402,7,4
558.155660377358,54021.3737592775,4.56297066903415,88,0.72527240737239,41,1.3226510841768,116,0.437933528635513,1.25525456220791,-0.0880929612811207,0.926861989870799,-0.40895029234009,1.03872119871135,0.609546813242197,39,0.600366424169817,33,0.000385956421664399,0.000348487319950235,0.788363015444506,0.223887369541083,4.19438530364154,0.283170397878284,0.505475131802649,0.488016142249387,0.206487858415453,2.10820225412114,-99.3306642007707,1,7,0.349167180860576,2.49606692673192e-05,5.46823535554148,-0.705233233661174,0.344929313748844,0.587231019572871,0.661773237598264,7,4
84.8533333333333,1694.40787472036,9.03500970545714,59,2.24541831184147,54,2.17429516948561,57,0.641926921111766,1.12466371395792,0.00161336474283866,0.578874519300992,-0.442452245661879,0.309451690519013,0.372352879576538,40,0.799843307043157,3,0.993969984769419,0.000100013198528947,0.968205254931298,0.375506755948859,0.804283621219589,0.563718184610932,0.393748143845706,0.564655672722967,0.37083146077281,0.470517493121059,-48.2242244596304,1,7,0.631191589374828,2.98728177274514e-05,-1.72863467132997,2.53981348509971,0.252378467529044,0.447890602779257,0.545881090238988,7,4
144.429245283019,8489.70587051775,15.5426208023291,58,1.64036806432739,53,1.63228494119478,56,0.644006162095256,1.53907585309875,0.216024124817682,1.29693869780627,-0.175909773641107,0.426719254444109,0.190082216212616,52,0.653392825550917,32,0.999899681455029,0.000100032752926721,0.978050881230629,0.140251648557858,0.0191567552074402,0.779249874130787,0.695969738094439,0.550377702643127,0.291978243336958,0.170196424236025,-64.493375169165,1,7,0.555599682775402,8.47156114721202e-06,0.264762960772499,1.28995829479675,0.357214931563456,0.313270492120798,0.663876100211529,7,3
53.7682119205298,1174.72591611479,10.4161730251645,58,1.55051733068015,54,1.53450181262784,57,0.648624359492404,1.43435243936372,0.219938389332919,1.15993457904158,-0.164991340013388,0.503581519801593,0.240922832327696,36,0.743049646844996,32,0.999899931049478,0.000100000478735969,0.97234385178859,0.185660066344964,0.00631165898135467,0.707123167159565,0.678409207578967,0.572977332807991,0.314651152156621,0.312981905204879,-45.4543159323142,1,7,0.584729517761276,1.54400543130659e-05,-1.07239939476261,3.16578141836748,0.337742257145107,0.565628801263452,0.630237708676729,1,3
