mean,var,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,stability,unitroot_kpss,unitroot_pp,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10
8.29508076923077,1.35815351283047,5.44183689959614,84,0.391615818026569,2,0.139642376262742,2,0.551808302132928,0.765173160507834,-0.243636250303353,0.159553503385724,-0.519731462727673,0.346800014236475,0.312285007906795,0.27247302081344,28,0.891283169899215,4,0.487349564715311,0.00010000498010234,0.922613408349265,0.00974999662415256,0.415809978999798,0.367908233086636,0.148116849344796,0.643927086989051,0.105286923530498,0.0766814744643095,0.466108597270843,-44.9357736141162,1,52,0.510607751376861,9.11598734499602e-05,3.4616155918977,0.274289227395207,0.104311758876099,0.129762062162645
7.74078942307692,0.75730384775112,12.7933376524091,46,0.337564687679079,2,0.447596089601624,2,0.292075864304062,0.219840234989733,-0.362395113298152,0.180371418312944,-0.576352530151713,0.411936614471505,0.286113287781864,0.144404289213325,42,0.978944775684386,5,0.266058400610773,0.000100052878319562,0.776477546344929,0.100171129713333,0.206334156964799,0.136808004233771,0.229136376449825,0.563497473154281,0.0943921952156965,0.0569749591839371,0.181879232922293,-83.8472128201285,1,52,0.342531372289341,0.000170298373324224,-2.28147159724226,-0.312965799751971,-0.0260866271587319,0.0500022500521921
17.7906644230769,3.46778744289675,12.0490782591617,10,0.196098739963967,2,0.46205649787088,2,0.353804770972754,0.577214411546682,-0.373073835145277,0.252714667264372,-0.569146533113233,0.395382044089295,0.327554518707145,0.267546478359432,42,0.898977589438748,4,0.085795576819919,0.0286599093986887,0.818697123558202,0.106748103612352,0.917998099472571,0.258917012036088,0.398131051319115,0.736731367257965,0.0502534159666295,0.0192273579077278,0.314821733999374,-66.8967961769469,1,52,0.411487324013983,0.000110624009236908,3.0533045805111,-0.896290394406967,-0.048299974797987,0.132500346200272
9.52559807692308,0.715416722520538,8.37107662279875,10,0.109292720076957,2,0.325068818131885,2,0.186364873802449,0.20854213568027,-0.212799918067927,0.287216656010828,-0.427568780013537,0.304729774085757,0.333254563752916,0.195369881599854,40,0.947762761635589,7,0.000100083828841403,0.000100072057207028,0.682192893973537,0.0528348682608304,0.0504370685095831,0.162961166576752,0.30638367994295,0.497680175304452,0.0292821617460178,0.00597244933091006,0.363857280609458,-76.8978262880829,1,52,0.154680139737384,0.000362053613877985,1.79554639918739,-1.51663882503443,0.0655688954479806,0.210286913742535
4.51052403846154,0.265894680872853,4.04265603256748,46,0.0690130022900367,2,0.104979774358118,2,0.227938983880965,0.189031775817431,-0.401058932935951,0.241358193823913,-0.629001177381559,0.52422714835117,0.315096610228755,0.117291868966265,48,0.953425693331302,5,0.217118301771838,0.000100025093087126,0.733729901394277,0.00551037651214066,0.0433322470780808,0.09735787596882,0.283430093448662,0.754008692968831,0.142811688641181,0.00238139724254231,0.125029984473227,-80.4979304396228,1,52,0.200813354942172,0.000324338042771664,0.861985621762381,-2.92785342312235,0.10887532995236,0.16928345499501
9.51335096153846,1.28433106718353,2.43466712850024,53,0.740433697674555,2,0.264223262383163,2,0.347451515468555,0.50011402209017,-0.440786312028108,0.37126783779877,-0.673442128704741,0.737611134396988,0.209281312108487,0.119453819924166,34,0.914031812606896,4,0.126043150485614,0.000107602246369885,0.80253678220546,0.0349069661922009,0.53955657096443,0.252442914960865,0.335824838307439,0.790734916397031,0.114866148591655,0.274121030326007,1.20586614594189,-70.3483384193305,1,52,0.365901275008649,0.000221029129564819,5.77363416833962,-1.37212324045158,0.0210738339140649,0.124690637222905
10.5651480769231,0.853184009899179,1.74666628375303,63,0.739667068576219,2,0.212351124127553,2,0.328847995772304,0.716738126691318,-0.387622679500195,0.229254679492288,-0.604680821773723,0.442481207874513,0.193951023938886,0.0845460398460141,32,0.931666747403585,6,0.0993257549566342,0.000100004787714066,0.767338680893984,0.0225464999591176,0.284091791520406,0.241434088167714,0.36477473873139,0.69378094539984,0.0695747985041349,0.273553686168068,1.3467388119733,-75.6415655628227,1,52,0.314920257068335,0.000193475705600146,5.49665049301034,1.36592931082288,0.0205697423591832,0.0766911833702356
10.1856173076923,1.00640168261016,34.5802762661963,10,0.281427555204506,2,1.30138321746138,2,0.416216392193643,0.504608083988208,-0.434337837587012,0.272822170934669,-0.622640971901775,0.522893955112676,0.125945870669362,0.242845548697319,36,0.910383924456417,7,0.242021846610666,0.000100003719358928,0.914054543805851,0.846799139345071,0.412165241676933,0.266804441841696,0.219698221853663,0.593175723607515,0.0244542068927302,0.0396007344141926,0.168061485646439,-55.9815270216154,1,52,0.567668728899505,7.85529865551077e-05,2.13375381923558,-1.43907664552187,-0.12301774359537,0.0772881977967212
10.552475,1.26301341451456,34.1094604657573,10,0.835857702848698,2,0.437171652512374,2,0.591577000825518,1.38118811736938,-0.426978405230906,0.319011032129415,-0.630639985626544,0.602024529617878,0.0878379081421296,0.402877253405756,39,0.798274868757382,17,0.213767384512006,0.000100026749550416,0.92868924131164,0.0955595268801998,0.373927926692319,0.457590744649469,0.330095470346387,0.814325780953997,0.104687978254875,0.349329049705751,1.24445545089568,-38.3768285085129,1,52,0.597968692433161,0.000104620503487426,6.23707762205197,0.824670148352629,0.0485258340532103,0.0961494235770004
12.8236307692308,6.66546294836445,15.2673878903868,10,0.169424056493362,2,0.401542723404449,2,0.360716007845149,0.382576976472599,-0.159733733903298,0.290929361875849,-0.326171958478738,0.286697566312975,0.125466844011589,0.114728848708418,41,0.932694851623936,4,0.152228431982073,0.000100026408967408,0.748190745814317,0.0806182793595308,0.0604854406710423,0.335588046833717,0.452293149035703,0.740033418944098,0.017762849164618,0.0143522554593329,0.391155435122374,-60.9272019083356,1,52,0.221430607288099,0.000226760371788103,1.7494645571565,3.56426765836353,0.16852168816122,0.274687661934485
7.21095673076923,0.409465948497946,6.08441347646049,10,0.386520586009507,2,0.621168473776351,2,0.321328288464999,0.223029175111578,-0.406831384578194,0.230723926123673,-0.612724408015464,0.465216055257939,0.13158507371275,0.146274356953273,38,0.965509402668934,5,0.203758415789115,0.000100163663034379,0.801120244131609,0.19292513640682,0.317540090553173,0.150136781055028,0.279648688743965,0.802112429296,-0.02911244480296,0.0746990817045663,0.305712426640172,-66.6397364467001,1,52,0.314485004716148,0.000132723846822685,3.96619082577735,-0.420815315618752,0.0919044945893505,0.0810952020701773
8.94730192307692,1.90992977455937,2.96644085769789,65,0.612750938323039,2,0.844884783780944,2,0.43882661389971,0.636662964504457,-0.123704477522965,0.0740656973185437,-0.346524904380691,0.203222116085454,0.216493139086029,0.0901921469049653,20,0.893957919312226,10,0.403865900748838,0.119575043714174,0.999913464864144,0.356915148932287,0.624720030853354,0.276488287271238,0.0602347014587759,0.185962150242847,0.108826060879546,0.187731856207883,0.693575880002581,-28.6775061988801,1,52,0.540356714148345,0.000560143258904561,3.8979241333923,-2.05193404056426,0.0163682332232936,0.0482769326784021
10.9569980769231,2.47099081708364,2.93548015224716,88,0.269114061866077,2,0.532512853073886,2,0.482797044487134,0.376136103809561,-0.0915721172972759,0.21573537561289,-0.375185703753799,0.247662518424369,0.147566229795363,0.302608490775624,40,0.919905377841911,5,0.287145207578317,0.000100003499668105,0.861377598422935,0.141784969344445,0.24135212217557,0.329996383862006,0.228974858967571,0.426297690443851,0.0297078219034756,0.0362111891470292,0.45002910327392,-49.9611881027293,1,52,0.319860139091613,0.000115782224598699,2.58558536810415,2.46479963206406,0.228081902980363,0.183712688949037
7.24256826923077,0.603638779274645,3.6719798489368,53,0.754548511128162,2,0.149497306228553,2,0.479418989548816,0.457609659859917,-0.253980376326953,0.173771500924282,-0.570668795733405,0.459659930679547,0.00123390738241749,0.190903458595205,20,0.93310600242795,6,0.40114273093124,0.000100022065238118,0.905539506969391,0.0111747222847969,0.241187598909651,0.258950997368014,0.117384226545217,0.604846520213641,0.0128751851351779,0.284671727822863,0.849905578106695,-49.0874161590446,1,52,0.418278948186561,0.000156463559755507,4.39166255560674,-3.55565921257672,0.20593629931009,0.221423130654256
16.8534317307692,3.38169130684746,22.4014275337738,10,0.76519204572979,2,0.564756222264244,2,0.553060960671338,1.00413670837728,-0.340056183839289,0.20297317701943,-0.535976966595015,0.343889972707042,0.223507918162182,0.242305485188149,30,0.817973140717233,6,0.168519918735554,0.000100009777995502,0.933897136483023,0.15947479529309,0.0758476043064343,0.379888350201962,0.290580645186361,0.630099106194941,0.0649863248925164,0.29275943342407,1.08001394003759,-37.7207667450721,1,52,0.567168044601317,9.63252229760239e-05,6.26483570070194,-2.13737876182167,0.0594674335195817,0.102558499599505
13.4484538461538,1.06249417610157,8.25127563356445,10,0.537945490657265,2,0.472210116637447,2,0.50566043519291,0.847363425784074,-0.280451247808402,0.162421110852332,-0.491669204203135,0.310280160100336,0.198591926322232,0.259263133278432,22,0.874906751285992,9,0.157094305442175,0.000100040539462917,0.910179835833558,0.111491197127376,0.466245261684327,0.322156790023283,0.206195114595838,0.496861578378888,-0.0373985348014939,0.144692675459243,0.956137941428932,-45.1085811092215,1,52,0.483013898156243,0.000157161889373264,4.81842365282584,-0.864717739845396,0.0891245453736849,0.0783257303998461
