mean,var,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,stability,unitroot_kpss,unitroot_pp,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10
13714.2875,12055563.6361642,4.03630910330164,10,1.61513066373001,2,0.750803759421085,7,0.676858062951335,2.03511931835299,-0.521683645186791,0.428847834334197,-0.707021847263408,0.729915563136507,0.410513090080361,6,0.702140256646004,4,0.0952908821028874,0.0952908782185208,0.963339140159758,0,3.21590277352708,0.627962047202045,0.362868253421553,1.06733837818764,0,0.404698010659784,-11.9848862331355,1,52,0.776871838978466,7.97634616492948e-05,-1.88756215792076,-5.56958474011058,-0.184564276222252,0.181587978168737
6047.59711538462,1861113.71847191,3.21687808766914,10,1.55320625129882,3,0.981913633025193,8,0.537163577625458,1.02108138457844,-0.40942236988096,0.245476364445831,-0.604058068002908,0.487018885240351,0.390516527035152,16,0.823976182370217,2,0.102138769557838,0.102138350435408,0.920443257821748,0,0.209011806978967,0.359056836382656,0.29480896195196,0.945625582646109,0,0.38161950754582,-18.799023425215,1,52,0.642893309480116,8.83619969210503e-05,-1.9981139449305,-5.22737754540093,-0.0910906999607187,0.0875839495155952
5737.93269230769,2257427.20998869,1.61580077238126,12,1.36468944792812,4,0.680503078599291,7,0.662588660864792,1.81850900312405,-0.528113940546462,0.438658720914689,-0.745216096569358,0.846806223887902,0.279049944433979,12,0.718245542949123,3,0.05285552277308,0.052855499792037,0.961017110176951,0,0.302962768511791,0.573534788981995,0.327080126340505,1.01367771791061,0,0.39122638561801,-12.3539145447975,1,52,0.76831923689029,4.56819814764627e-05,-1.50776434433733,-5.73220544878296,-0.168830736957172,0.190721532385638
6074.09807692308,2376185.90254525,2.08460284096513,10,1.4527551913874,4,0.852250915578022,8,0.604427793949804,1.39356554299791,-0.393976799024386,0.276582591083043,-0.608013471029607,0.572138355110217,0.194649405186292,12,0.784818966544735,3,0.0558749807594123,0.0558749738528786,0.942815261382671,0,2.55446945204337,0.446722878895848,0.281811162447565,0.989874391552727,0,0.359949530698902,-15.3838049656669,1,52,0.682535189243282,0.000137534796761038,-1.52318588537061,-5.30879238249375,-0.0439644213083328,0.10529626563067
11652.5721153846,9646733.97082485,3.0270129388998,10,1.58199383519761,3,0.781998441177482,8,0.627727249432881,1.78792762199079,-0.524265374927509,0.454152977874813,-0.696279477402931,0.695981416311259,0.241720474989422,8,0.502719396852419,3,0.0797379526337706,0.0797379384102006,0.948523292270338,0,1.84738486286667,0.550063090357428,0.406307250517395,1.13087113261041,0,0.413861609949746,-14.5118840788539,1,52,0.732350740906143,8.45153647701197e-05,-1.72820356865069,-5.47297399245778,-0.192494433845348,0.221339587734957
16189.8230769231,10714738.2299472,1.09652856312489,10,1.21335487998452,3,1.12839501501482,8,0.315817437633271,0.487365631590222,-0.491616277182548,0.659328918630218,-0.640316291975665,1.00888875792903,0.380117305692309,22,0.891271501462564,3,0.0332712047216928,0.033271158402599,0.790925164984363,0,1.49802990307616,0.251281244090255,0.505160861552904,1.11287735026349,0,0.326776893653195,-36.2384258910346,1,52,0.460356750451969,0.00041007356281242,-1.51664002938269,-4.23663009963043,-0.157728749736176,0.236232976787375
5543.55865384615,1421073.22791384,3.60542715651113,10,1.58246738457668,3,1.1272582395869,9,0.544352538226955,1.51942440624433,-0.540082009912065,0.488308049479331,-0.687855438658891,0.745874529129611,0.41017906765716,8,0.741990473023623,4,0.0912948630158312,0.0912919568253502,0.915653908597653,0,3.28787560580514,0.494063773357364,0.448592077112421,1.15632443300561,0,0.417549467692561,-20.261084179603,1,52,0.674851533884046,0.000261913368416176,-1.95283804369071,-5.02762470457836,-0.228971826069515,0.178319723922348
5457.60096153846,1798507.03642063,1.73806448020557,10,1.49942478290066,4,0.83714006911767,7,0.605556697135269,1.41763453676946,-0.405170381576745,0.345607707029358,-0.609510025602229,0.626396433768058,0.211318104290044,14,0.770230338145334,3,0.0412585470592038,0.0412585029496502,0.941751724437806,0,0.907737624089875,0.454146073429848,0.30843657153874,1.05093132254559,0,0.344712253371957,-16.1135935211546,1,52,0.700005647507044,8.28365615637264e-05,-0.766415014084732,-5.32404818673879,-0.103695884109487,0.174135806952072
6085.96634615385,2186697.21595305,3.0115700512763,10,1.48622632917146,3,0.94458471669201,8,0.580368643820261,1.46145704984686,-0.446539791694204,0.448237503561438,-0.618777093027995,0.770811414303226,0.255577472746293,10,0.746290746943264,4,0.0635560841722595,0.0635560386861651,0.935436556604774,0,3.1671566327135,0.471244671899498,0.361169285356873,1.04775396439834,0,0.351441716113723,-17.3158936357551,1,52,0.692883075303873,0.000154712413159679,-0.905299689918419,-5.40043370227493,-0.152092776878483,0.182890221956117
5706.68076923077,2325369.75354449,2.20432657221921,12,1.42672091920458,2,0.765326814302482,7,0.6823922963826,1.84490625880265,-0.464218908532778,0.280088825580742,-0.681511675550537,0.599639850381153,0.337803545656013,12,0.731070667684383,3,0.0531038644817909,0.0531038540538405,0.964046293413166,0,0.0379534320833917,0.557478703588969,0.271696086274612,0.997753167912359,0,0.362834911531744,-11.9111059056311,1,52,0.77010533622112,5.18550487525747e-05,-0.954663524993424,-5.64502757601395,-0.126373948523475,0.0863837664533566
