max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,stability,unitroot_kpss,unitroot_pp,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,mean,var
0.105765845390072,52,0.814951735401763,22,1.20452196888738,35,0.816968895401055,1.83518038280296,-0.0239709141840288,0.0742347903959244,-0.436771599829701,0.300108695335705,-0.136860116107217,0.549681009252321,33,0.777440293123071,26,0.965359070830107,0.000100003796742495,0.996829164892592,0.056465675138344,0.109813473923785,0.67740336974207,0.043885220817384,0.498046651249576,-0.0672848063616331,0.0578269703390361,0.172893428856205,-27.3039247224698,1,52,0.080996203590615,0.000201666945203897,-2.24268428093029,1.42097560828139,0.732414964589216,1.3926925682477,0,34,31,3915.46794871795,10421120.7538048
0.530437833336369,52,0.846504898243393,7,0.777265176077875,22,0.852264576807431,2.72251847668793,-0.211284169922542,0.0861704447130176,-0.582712730963496,0.422902781800118,0.283149107191247,0.392398103211145,20,0.702799925541465,10,0.780688822405144,0.000100013620299867,0.996096209288298,0.0551460509544028,2.00037186576966,0.749289033182298,0.0516866491589304,0.691396533262897,-0.0173943019735374,0.214691947431995,0.192446691651298,-19.4111483682272,1,52,0.293175435987447,3.04465088703447e-05,-1.18318402772697,-3.56099530638975,0.56958065485848,0.724392290659966,0.609900698462907,30,13,18976.2948717949,5325277.30603805
143.295912234765,52,0.648435642778662,2,2.70075305076144,2,0.883912623022209,1.73200293300337,0.297210849259852,0.3015519163114,-0.292454027438398,0.323871730404075,0.0221063873609877,0.941537285517317,13,0.752505100362666,147,0.999899997292783,0.000100106959326245,0.995626507612116,2.44035577563652,2.57593927148875,0.934495757143962,0.210667924890645,0.387156217231257,-0.00036226707079444,0.156146192566693,0.632057583996302,-24.0705745180015,1,52,0.0013716739331997,0.00116915456540784,-0.0418035387342761,-0.0209548358409231,0.875863676591205,1.64992984997851,0.00303991076913468,3,52,2831.63461538462,33467456.8398263
0.167682102714225,77,1.12397957575778,27,0.757619129420846,16,0.926567340013679,4.30593215065208,-0.0470375797247836,0.063721802276092,-0.564471365023017,0.479438260085008,0.312935581234467,0.814874860083593,20,0.59098318558737,13,0.942502902621157,0.000100004321957552,0.998343751385004,0.0184684540569182,0.044760543485488,0.8957474409914,0.0427657280071519,0.584050796480862,-0.126538523799636,0.420501854698887,0.945668216642735,-7.25502623197886,1,52,0.733224870165,4.37966476638516e-06,5.44522534581274,0.494221112707135,0.435326095670334,0.880029281966256,0.840337560090486,6,27,73882.7435897436,123978450.282217
0.0583169357591391,59,0.585209141948527,24,0.715317441189004,48,0.873628736821723,2.67352222477104,-0.0150289343995003,0.0516991459297922,-0.467907674595056,0.296866908445548,0.450812488563931,0.696112645912426,28,0.688511738558486,8,0.973163034042911,0.000100031149256179,0.996197261332129,0.0422388804012253,0.22226168880103,0.783922627934535,0.0258966295119496,0.552778925835731,-0.106638086441673,0.0417772874901988,0.161982871490084,-15.8131818357906,1,52,0.18892235764489,8.47977192682902e-06,2.02579788980961,0.0573561676339534,0.422554345100781,0.259446250774903,0.812168152426489,6,24,33631.6602564103,61652751.3999586
0.0474571689695949,52,0.272968323755749,9,0.537625555532838,48,0.922577821345306,3.4889488314239,0.091906947701206,0.0513501500630002,-0.42704780624888,0.248097547619891,0.582879079609741,0.692565842902651,22,0.633761286894505,8,0.959213731301886,0.000100002423167836,0.997184885587089,0.0292960956035005,0.216317894406056,0.922003809656303,0.0420471745162208,0.452849621239076,-0.155518209845314,0.0155939072740675,0.100938620066627,-11.8877152837246,1,52,0.0735167996384584,2.99517532330995e-06,-0.793104032739164,-1.00755526840118,0.398078304044795,0.205652853713748,0.891103268131519,6,34,126730.314102564,380511393.120058
0.696241238229803,86,0.458932021740031,12,0.992971484364859,38,0.763737022725158,1.16279912489901,-0.0593544278576917,0.221795216933126,-0.541247645349598,0.645346776387655,0.308187838091257,0.52316108608986,26,0.83379472098426,45,0.938839559027341,0.00010000309646245,0.990295664227295,0.261374992554644,0.428723719511229,0.690050592453997,0.209086451784791,0.664916457838242,0.011835844927488,0.0435906978912872,0.124405662932178,-36.927003318256,1,52,0.0287923353183259,0.000148084147752524,0.851876431484553,-0.200873642140012,0.36296975204143,0.414124975332575,0.565427256527868,31,39,4358.92307692308,17644662.8972705
0.106950451817526,52,0.604265790032878,47,0.50047105780197,26,0.760615554672224,1.73924066872773,-0.252166133341917,0.101597340334397,-0.596453789958167,0.448439171254569,0.287791883559971,0.227668364620985,28,0.788628019743536,6,0.708304063360133,0.000100002037113569,0.991004179632816,0.0093298150785223,0.681764400149297,0.617308498103608,0.088839440587324,0.768071457234552,0.0173695626649165,0.0880899434459799,0.130682102976032,-31.7807071039597,1,52,0.140440783465929,4.8848037597791e-05,-1.13550273570202,-1.61854408029977,0.335384865843486,0.161399020282673,0.661708930636571,51,18,171678.08974359,111205681.29512
0.0500059744489462,56,0.324504299435227,51,0.397830392688713,34,0.835589870795028,2.64507475059161,-0.123390857134084,0.126266277852883,-0.480262085379929,0.326639741134155,0.526840393109827,0.292077530654819,16,0.627238857708749,5,0.734428525129073,0.000100063016687562,0.994812858602625,0.0871324781484601,0.116634453918056,0.73700908007016,0.0996964537584649,0.661039887153857,0.0477207245546859,0.0486346832068788,0.186315080979586,-20.5058574306275,1,52,0.218444925820492,6.90537152086014e-06,-2.79969970058981,-0.23441512098184,0.262040964015656,0.127649124324678,0.85468542762097,3,21,36071.6923076923,44959672.1627792
0.165331722789311,52,0.667900722473434,25,0.72351959551484,17,0.827105624510626,2.3002838237798,-0.126171530801409,0.0866813244750046,-0.56480674593389,0.428309216372445,0.12206284659773,0.439867639500834,26,0.767685217678797,5,0.855722959517228,0.000100352157582336,0.993175831115926,0.0963781931527672,0.0527953690601716,0.699974832213573,0.0507349791059686,0.542792119265774,-0.0445046056590036,0.114795475071564,0.177262861263588,-26.3159630879592,1,52,0.236678916407775,4.80222403084973e-05,1.5665305880918,-2.2727103294449,0.637583267683194,0.821029272903486,0.544415862506527,3,34,38140.7884615385,63353135.3162531
