max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,stability,unitroot_kpss,unitroot_pp,mean,var,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough
6.6311124497027,12,2.33855916975577,2,1.75176777647306,9,0.626110300852249,1.07778753531739,-0.192763196608527,0.152225092405404,-0.435031553265196,0.297753357826078,-0.0538262572218238,0.408837491807569,28,0.845799828875935,3,0.499831999972758,0.00010000250439916,0.95415778870184,0.0216545272962561,0.618774222288419,0.446141067899824,0.164828174066718,0.514595744306862,-0.0625346565376821,0.769082043857835,0.245651758743946,-29.1916556498393,13.1904761904762,40.6861732644865,1,12,0.57290635408394,4.6238197748634e-05,0.608928208489433,2.97518113067354,0.270041140333255,0.228084606148845,0.0637364835999186,9,5
5.23138893202847,12,1.56294531504938,2,1.37375346558758,6,0.490963295231243,1.43472200684078,-0.537700282752121,0.389805289232412,-0.675755918161297,0.603463760353703,0.153666194367155,0.158612085418186,28,0.842321668238006,5,0.290824456417969,0.000100006147241106,0.849433350386408,0.0938818009732128,0.985259177905309,0.455609786134667,0.414476082896215,0.83573675156525,-0.0231600482513496,0.631881594666596,0.922721433406695,-44.2699583634868,10.5357142857143,25.1191910499139,1,12,0.562475679322371,8.49524663286078e-05,4.2983137385257,2.20005633671377,-0.0195085200653327,0.0724387857296457,0.114019085554846,5,9
9.54398788952062,12,2.15877869872661,2,1.39985953355401,7,0.868289381995042,3.89514827995024,-0.170473799790624,0.10990430426248,-0.478669830441971,0.327225818615181,0.256464710148706,0.57543962611337,23,0.601267006553855,3,0.714801762689509,0.000100315098330064,0.989356881873897,0.00229790320475417,1.52860008458642,0.801132435773295,0.0913121562836147,0.634460319028105,-0.0276264406411575,1.05957870025814,0.751502708658747,-8.83470189581901,166.5,2541.60240963855,1,12,0.812951620078778,2.15927686067475e-05,3.8583372873541,2.45315599593357,0.362278147566532,0.24141870796545,0.105315754225327,7,2
2.25035620063699,12,1.90482456942182,21,0.869766870181909,16,0.769049952571761,3.35352772772996,-0.365951756360474,0.403985078399579,-0.583894289142115,0.668575391995653,0.351121871858849,0.335956725694099,12,0.662878898711661,6,0.492852976080168,0.000100001070480357,0.973584351201138,0.059862670320438,0.534004514805165,0.748475784009756,0.273181195636212,0.854672638947044,0.0632182012673087,0.840567214350991,0.974776563857212,-15.4252704437598,98.8690476190476,935.15131956397,1,12,0.762908849375374,6.41252390260387e-05,4.29810188639791,-3.59391166599819,0.0339585982654125,0.219442387717424,0.0829753591626579,9,4
3.50825166192368,41,1.4868336075893,31,1.17579954150851,35,0.138692690801,0.196843802679184,-0.541745142189854,0.466027547535343,-0.693640682189669,0.708513691537111,0.0212986476111735,0.302706783132336,40,0.967551637400515,2,0.177819377695446,0.0001000005574039,0.652840941114031,0.159690689805406,0.152021015598199,0.133362350666655,0.48924727282103,1.01204444687914,0.137820877205279,0.18604565706674,0.220401755465427,-81.1904418289701,16.952380952381,27.7567412507172,1,12,0.26828598333602,0.000195464960443909,0.0980977549151789,1.08294961239836,-0.137804987583955,0.164406879049579,0.129495478238403,8,3
0.506432668456718,17,0.750070604848356,41,1.60494228673479,2,0.0792223686688007,0.0629939602869827,-0.395040820544311,0.211892782696683,-0.584477543961496,0.383551087813637,0.0868009790999812,0.132470541426736,39,1,4,0.000209856615159477,0.000209710454263528,0.500045830129239,0.278647385254737,0.0770532794583886,0.0259655316452256,0.433876057243033,0.929326844036957,0.0661447863870176,0.0785738195359736,0.174800475346531,-71.6443928540193,11.75,15.9969879518072,1,12,0.0759605952981689,0.000262955860849889,0.909858666704566,0.739435433352083,0.0306877210766784,0.123824922803543,0.143866491807958,4,11
1.79420774390337,36,1.0698381920258,38,0.934596037081462,45,-0.0494893262613422,0.0648173328926823,-0.519766501025638,0.44186258967219,-0.648378548757398,0.70396452996904,-0.166593608907202,0.078880669065172,49,1,2,0.000100041349561726,0.00010000485105778,0.500045830129239,0.0824857288056126,0.406261954979102,0.0138611330378536,0.529984498912377,0.993126042017822,-0.226454334371672,0.169373558123942,0.145901381733284,-89.38201323511,10.7142857142857,11.2185886402754,1,12,0.129826595077915,0.000153453020443582,-0.665624988663181,-0.925277086464992,-0.19624639904596,0.140742090988859,0.081823013579601,11,7
0.612567675927688,56,1.72741298778991,59,0.780738203066617,61,0.283343237265194,0.318882768186959,-0.440411832783592,0.543805100822204,-0.598071327286728,0.941852574708259,-0.0849757353669407,0.1973491035859,41,0.943277769651468,3,0.000100022862246647,0.000100003761782008,0.74660600037394,0.115086981627114,0.621890291198736,0.177224311753715,0.455132431412246,0.741840225179341,-0.0532788184779638,0.316137631639761,0.871896133429555,-63.3947863509928,24.8333333333333,40.5502008032129,1,12,0.296344515297016,0.000358509748754355,4.15065479555951,2.0039523459418,-0.0163321298871129,0.149350003026716,0,3,8
0.640040623380002,70,1.43738620979875,54,0.872123043598393,62,0.269231000507181,0.15521296537271,-0.421358093325335,0.283423512224801,-0.619662617927501,0.497963275278725,0.119552519380086,0.160042627952413,36,0.985348617285221,4,0.0957164798395414,0.000100005410175869,0.711773029527856,0.0984675740824839,0.0612064445334078,0.101032670230124,0.391300954901121,0.927044333375089,0.107176264579485,0.140469285679036,0.301937046972427,-63.6946171045261,14.9880952380952,16.469736087206,1,12,0.242785198091614,0.000218454136403663,-1.07888912752012,-2.53939443686147,0.104934226145168,0.0789069517777285,0.144085700068407,7,11
2.1930056192295,12,1.52892681859457,23,1.14658172846625,16,0.29887490558613,0.349281111917673,-0.538315638456352,0.610385825665931,-0.694315432113808,0.917587516672407,-0.107490225037211,0.168474373091031,30,0.957771306943208,3,0.200036263170408,0.00010001117112985,0.769428233073665,0.0478467939710884,0.322366243349044,0.196123484898872,0.454579649079325,0.910345538244127,-0.150468375972727,0.300428324179243,0.126234186947683,-61.5345172472854,26.3452380952381,37.2649168100975,1,12,0.408232797119358,0.000169646976048089,0.271783492678988,-1.52045289037905,-0.0686909336501459,0.112803489408592,0.148223948498752,5,2
