mean,var,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,stability,unitroot_kpss,unitroot_pp,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10
639.820855614973,24535.5314520113,11.5163889453165,424,2.36659995161811,464,0.82588433638555,420,0.966039953096783,3.41709725809211,0.890044907135519,3.04932408152439,0.10834253705644,0.191218357206982,0.949603391302307,61,0.293564366690582,8,0.999543674304496,0.999543655414109,0.999491374602867,0,0.00751220511257045,1.84042810715224,0.97638829797567,0.0566517894420263,0,0.659364358887975,-117.924244256475,0,1,0.0631314813807922,9.03739125329838e-07,5.89131587248645,-3.32701446589841,0.96328463033495,3.68468077540512
2598.53877005348,430014.465697013,12.0410148220815,701,2.27951028697384,656,0.782933557850992,329,0.970283906533433,3.20805649765499,0.889274075058217,3.17149056873038,0.0782426344181258,0.193479002217391,0.965033972274481,56,0.35027782188708,10,0.999899994538597,0.999614881252529,0.99952616628691,0,0.00337054265783812,1.82040652210406,1.0241186854546,0.0671653550223007,0,1.2830332260694,-103.707907740962,0,1,0.152663776944533,1.01326450726578e-06,7.87027871621854,-2.84396068707811,0.963711484649742,3.54973647223227
1286.88502673797,74434.2250499324,11.5976417016965,55,2.33335220979922,202,1.02756971681033,186,0.965312010654781,3.04087558402407,0.866857529505527,2.68176348338058,0.0686037288007782,0.140686253448435,0.965044027182192,56,0.28336311452425,13,0.999899993270112,0.973799855671562,0.999526138509496,0,0.010092462677903,1.68018665837675,0.885513728231187,0.0232141776496785,0,1.09564454304947,-103.205651994763,0,1,0.16283280430713,1.12172153655044e-06,-6.79497500557902,4.95868275406502,0.961203260795537,3.36683872860647
4681.68582887701,834768.381753395,11.7856085076426,199,2.3285553907631,191,1.01121086280544,195,0.964695891817285,3.47820056840428,0.928867457392279,3.4607203563653,0.453295564801539,0.693105434247354,0.97588862634487,62,0.427740594895162,7,0.99989999200253,0.99989996404062,0.999520415361797,0,0.0030715585256872,1.87514712695859,1.35253393849067,0.291088666840812,0,0.127748341872663,-121.961831752921,0,1,0.0337982501951732,1.23742656508518e-06,1.49719541379865,3.12216038835328,0.963913474194482,3.6444610694625
2388.16844919786,479191.816299064,13.7548046022449,703,2.69011983125273,695,1.39182396875349,699,0.964950988005205,3.09879119968136,0.92541482551842,3.16916212163086,0.467160220791882,0.697439239106844,0.983817653556294,62,0.356048834480828,10,0.999899987447059,0.999899815393326,0.999501074643036,0,0.0150075069247167,1.70929469405042,1.28530593666724,0.259085597758335,0,0.307914854755148,-108.808546163914,0,1,0.144511184998491,1.66376204786726e-06,1.01212908059441,6.36042322017653,0.96239972576844,3.4841779773036
6137.6885026738,623423.162545011,24.9437144590297,10,2.48590531185326,711,1.23707455812993,11,0.960519580678371,3.1339426358557,0.863846066733364,2.4332261124014,0.159716603680011,0.192538569596153,0.952497500072067,56,0.401554499943274,13,0.999899982128991,0.999899969503137,0.999488420082041,0,0.0129152402951619,1.70015403130869,0.915658331905757,0.0371532004049231,0,0.127849303744165,-118.047275466938,0,1,0.0459411805158587,1.32767979712628e-06,-2.03464781760794,2.49183506652768,0.957679795900477,3.30795895368782
37016.0855614973,42584960.0569265,10.7484214253673,487,2.48689979209078,683,0.83162173132885,412,0.963425036623238,3.15805329248199,0.907926440419967,3.05339076397987,0.363726151842915,0.404876862953172,0.976284014551005,64,0.200266889934386,7,0.995812507242339,0.995772198113587,0.999528393501236,0,0.00031893113584729,1.6891361428386,1.14810665167578,0.175515171166249,0,0.468291229304747,-109.687882773949,0,1,0.120047532948329,1.20551305154092e-06,3.67356323333331,6.57995704224488,0.962199626361489,3.50688754577649
29832.7085561497,39126947.845335,10.993844419882,472,2.45455199497169,463,0.807919962433315,466,0.968839323780802,3.36090965090674,0.922967576409735,3.44735708962246,0.362163854597923,0.55796518735915,0.967192508368816,60,0.313237832388,7,0.999899991991597,0.998525256533614,0.999527668719256,0,0.00487762279056683,1.85737319266434,1.21481918003105,0.174920786363859,0,0.587281161133607,-113.734615103241,0,1,0.0908821238282367,1.03672283366714e-06,5.75918376926779,-2.32046622134506,0.96446248968,3.6745999044828
33153.6016042781,37791504.379221,9.01947408727801,485,2.20082067267436,573,0.6525924279839,299,0.972505959880411,3.22632911298138,0.933374560482384,3.59083102779789,0.433494700531247,0.849742613253956,0.986048736785669,58,0.429257482141339,11,0.999897619057273,0.999897558927535,0.999498667922892,0,0.00631229426383836,1.84937853190376,1.34144293611115,0.242531672552371,0,1.81097715654384,-100.08455699129,0,1,0.182436138751082,9.34908573442277e-07,9.30469907408918,-1.50961945987406,0.965525126170282,3.58156158741078
443.102941176471,1258.46997795102,31.9590546899495,43,2.36505111315702,35,1.17644619908433,33,0.93598114521636,2.86594009986991,0.204441464013536,0.467830541929551,-0.554864239435009,0.329109043376195,0.773707255129783,66,0.310814291909971,8,0.647346847795355,0.483463866222965,0.999353543859072,0,0.022152849851317,1.16060297885773,0.158101988362003,0.462928866748016,0,1.63897086000213,-106.066392739953,0,1,0.179204604603576,1.02439910918676e-06,-8.52890249667497,4.43695719466087,0.924534378491227,3.20441880887413
